OBJECTID,lang,Titel,lat,lon,type_,pop,Height,Country,Subregion,Scale,dim,psize,style,t,image_,imagejpg,name,page_id,T_wikidata,Titel_aa,Titel_ab,Titel_ace,Titel_af,Titel_ak,Titel_als,Titel_am,Titel_an,Titel_ang,Titel_ar,Titel_arc,Titel_arz,Titel_ast,Titel_av,Titel_ay,Titel_az,Titel_ba,Titel_bar,Titel_bat_smg,Titel_bcl,Titel_be,Titel_be_x_old,Titel_bg,Titel_bh,Titel_bi,Titel_bm,Titel_bn,Titel_bo,Titel_bpy,Titel_br,Titel_bs,Titel_bug,Titel_bxr,Titel_ca,Titel_cbk_zam,Titel_cdo,Titel_ce,Titel_ceb,Titel_ch,Titel_cho,Titel_chr,Titel_chy,Titel_ckb,Titel_co,Titel_cr,Titel_crh,Titel_cs,Titel_csb,Titel_cu,Titel_cv,Titel_cy,Titel_da,Titel_de,Titel_diq,Titel_dsb,Titel_dv,Titel_dz,Titel_ee,Titel_el,Titel_eml,Titel_en,Titel_en_simple,Titel_eo,Titel_es,Titel_et,Titel_eu,Titel_ext,Titel_fa,Titel_ff,Titel_fi,Titel_fiu_vro,Titel_fj,Titel_fo,Titel_fr,Titel_frp,Titel_fur,Titel_fy,Titel_ga,Titel_gan,Titel_gd,Titel_gl,Titel_glk,Titel_gn,Titel_got,Titel_gu,Titel_gv,Titel_ha,Titel_hak,Titel_haw,Titel_he,Titel_hi,Titel_hif,Titel_ho,Titel_hr,Titel_hsb,Titel_ht,Titel_hu,Titel_hy,Titel_hz,Titel_ia,Titel_id,Titel_ie,Titel_ig,Titel_ii,Titel_ik,Titel_ilo,Titel_io,Titel_is,Titel_it,Titel_iu,Titel_ja,Titel_jbo,Titel_jv,Titel_ka,Titel_kaa,Titel_kab,Titel_kg,Titel_ki,Titel_kj,Titel_kk,Titel_kl,Titel_km,Titel_kn,Titel_ko,Titel_kr,Titel_ks,Titel_ksh,Titel_ku,Titel_kv,Titel_kw,Titel_ky,Titel_la,Titel_lad,Titel_lb,Titel_lbe,Titel_lg,Titel_li,Titel_lij,Titel_lmo,Titel_ln,Titel_lo,Titel_lt,Titel_lv,Titel_map_bms,Titel_mdf,Titel_mg,Titel_mh,Titel_mhr,Titel_mi,Titel_mk,Titel_ml,Titel_mn,Titel_mo,Titel_mr,Titel_ms,Titel_mt,Titel_mus,Titel_mwl,Titel_my,Titel_myv,Titel_mzn,Titel_na,Titel_nah,Titel_nap,Titel_nds,Titel_nds_nl,Titel_ne,Titel_new,Titel_ng,Titel_nl,Titel_nn,Titel_no,Titel_nostalgia,Titel_nov,Titel_nrm,Titel_nv,Titel_ny,Titel_oc,Titel_om,Titel_or,Titel_os,Titel_pa,Titel_pag,Titel_pam,Titel_pap,Titel_pcd,Titel_pdc,Titel_pi,Titel_pih,Titel_pl,Titel_pms,Titel_pnb,Titel_pnt,Titel_ps,Titel_pt,Titel_qu,Titel_rm,Titel_rmy,Titel_rn,Titel_ro,Titel_roa_rup,Titel_roa_tara,Titel_ru,Titel_rw,Titel_sa,Titel_sah,Titel_sc,Titel_scn,Titel_sco,Titel_sd,Titel_se,Titel_sg,Titel_sh,Titel_si,Titel_simple,Titel_sk,Titel_sl,Titel_sm,Titel_sn,Titel_so,Titel_sq,Titel_sr,Titel_srn,Titel_ss,Titel_st,Titel_stq,Titel_su,Titel_sv,Titel_sw,Titel_szl,Titel_ta,Titel_te,Titel_tet,Titel_tg,Titel_th,Titel_ti,Titel_tk,Titel_tl,Titel_tlh,Titel_tn,Titel_to,Titel_tokipona,Titel_tpi,Titel_tr,Titel_ts,Titel_tt,Titel_tum,Titel_tw,Titel_ty,Titel_udm,Titel_ug,Titel_uk,Titel_ur,Titel_uz,Titel_ve,Titel_vec,Titel_vi,Titel_vls,Titel_vo,Titel_wa,Titel_war,Titel_wo,Titel_wuu,Titel_xal,Titel_xh,Titel_yi,Titel_yo,Titel_za,Titel_zea,Titel_zh,Titel_zh_classical,Titel_zh_min_nan,Titel_zh_yue,Titel_zu,POINT_X,POINT_Y,article
"1,700",en,San Ignacio Province,-5.150000000000000,-79.000000000000000,adm2nd,,,,,,,"1,975.0000000",adm2nd,,COA_San_Ignacio_Province_in_Cajamarca_Region.png,,,8906945,Q1814197,,,,,,,,,,,,,,,San Ignacio jisk'a suyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Ignacio Province,,,Provincia de San Ignacio,,,,,,,,,,Province de San Ignacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provincia di San Ignacio,,,,,სან-იგნასიო (პროვინცია),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Ignacio (provincie),,San Ignacio (provins),,,,,,,,,,,,,,,,,,,,,,,Santo Inácio (província),San Ignacio pruwinsya,,,,San Ignacio (provincie),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Ignacio (tỉnh),,,,San Ignacio (lalawigan),,,,,,,,,,,,,,-78.999999999999943,-5.149999999999977,http://en.wikipedia.org/w/index.php?curid=8906945
"1,701",en,San José de la Fragua,1.361110000000000,-75.988299999999995,,,,CO,,,,"2,449.0000000",,,Colombia_-_Caqueta_-_San_Jose_del_Fragua.svg,,,10847091,Q1525719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San José de la Fragua,,San José de la Fragua,San José del Fragua,,,,,,,,,,San José del Fragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San José del Fragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San José de la Fragua,,,,,,,,,,,,,,,San José del Fragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San José de la Fragua,,,,,,,,,,,,,,,,,,,San José del Fragua,,,,San José de la Fragua,,,,,,,,,聖何塞德拉弗拉瓜,,,,,-75.988299999999981,1.361110000000053,http://en.wikipedia.org/w/index.php?curid=10847091
"1,702",en,San Juan Bosco Canton,-3.092300000000000,-78.513199999999998,city,,,EC,,,,"2,483.0000000",city,,Cantones_de_Morona_Santiago.png,,,26041304,Q1990469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Juan Bosco Canton,,,Cantón San Juan Bosco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cantone di San Juan Bosco,,,,,სან-ხუან-ბოსკოს კანტონი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Juan Bosco kiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.513199999999983,-3.092299999999966,http://en.wikipedia.org/w/index.php?curid=26041304
"1,703",en,San Luis Airport (Colombia),0.861666670000000,-77.671666669999993,airport,,,,,,,"1,817.0000000",airport,,Airplane_silhouette.svg,,,16396071,Q1321708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Luis Airport (Colombia),,,Aeropuerto San Luis,,,,فرودگاه سن لویس (کلمبیا),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Фурудгоҳи син луис (кулумбеё),,,,,,,,,,,,,,,,,,,,,,,Sân bay San Luis (Colombia),,,,,,,,,,,,,,,,,,-77.671666669999979,0.861666670000034,http://en.wikipedia.org/w/index.php?curid=16396071
"1,704",en,"San Lorenzo, Nariño",1.503890000000000,-77.217799999999997,,,,,,,,"2,408.0000000",,,Colombia_-_Nariño_-_San_Lorenzo.svg,,,10707630,Q1525075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Lorenzo, Nariño",,,San Lorenzo (Nariño),,,,,,,,,,San Lorenzo (Nariño),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Lorenzo (Colombia),,,,,სან-ლორენცო (ნარინიო),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Lorenzo, Nariño",,,,,,,,,,,,,,,San Lorenzo (Nariño),,,,,,,,,,,,,,,,,,,,,,,,,San Lorenzo (Nariño),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Lorenzo, Nariño",,,,,,,,,,,,,,,,,,,,,,,"San Lorenzo, Nariño",,,,,,,,,聖洛倫索 (納里尼奧省),,,,,-77.217799999999954,1.503890000000069,http://en.wikipedia.org/w/index.php?curid=10707630
"1,705",en,"San Lorenzo, Ecuador",1.265800000000000,-78.841399999999993,,,,,,,,441.0000000,,,Flag-map_of_Ecuador.svg,,,18949809,Q7414682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Lorenzo, Ecuador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.841399999999965,1.265800000000070,http://en.wikipedia.org/w/index.php?curid=18949809
"1,706",en,San Lorenzo Canton,1.265800000000000,-78.841399999999993,city,,,EC,,,,"2,436.0000000",city,,Cantones_de_Esmeraldas.png,,,25988738,Q431438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Lorenzo Canton,,,Cantón San Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cantone di San Lorenzo,,,,,სან-ლორენსოს კანტონი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Lorenzo (cantão),San Lorenzo kiti,,,,,,,,,,,,,San Lorenzo Canton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.841399999999965,1.265800000000070,http://en.wikipedia.org/w/index.php?curid=25988738
"1,707",en,"San Miguel, Bolívar",-1.700000000000000,-79.033333330000005,city,5981,,EC,,,,"1,678.0000000",city,,Ecuador_location_map.svg,,,24385848,Q7414937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Miguel, Bolívar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Miguel (Bolívar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.033333329999948,-1.699999999999932,http://en.wikipedia.org/w/index.php?curid=24385848
"1,708",en,"San Miguel, Putumayo",0.343611110000000,-76.910833330000003,city,,,CO,,,,"2,335.0000000",city,,Colombia_-_Putumayo_-_San_Miguel.svg,,,10779603,Q1442390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Miguel, Putumayo",,,San Miguel (Putumayo),,,,,,,,,,San Miguel (Putumayo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Miguel (Putumayo),,,,,სან-მიგელი (პუტუმაიო),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Miguel, Putumayo",,,,,,,,,,,,,,,San Miguel (Putumayo),,,,,,,,,,,,,,,,,,,,,,,,,San Miguel (Putumayo),,,,,,,,,,,,,,"San Miguel, Putumayo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Miguel, Putumayo",,,,,,,,,,,,,,,,,,,"San Miguel, Putumayo",,,,"San Miguel, Putumayo",,,,,,,,,聖米格爾 (普圖馬約省),,,,,-76.910833329999946,0.343611110000040,http://en.wikipedia.org/w/index.php?curid=10779603
"1,709",en,San Miguel Canton,-1.700000000000000,-79.033333330000005,city,,,EC,,,,"2,559.0000000",city,,Cantones_de_Bolívar.png,,,25976534,Q2466528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Miguel Canton,,,Cantón San Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cantone di San Miguel,,,,,სან-მიგელის კანტონი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Miguel (cantão),San Miguel kiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.033333329999948,-1.699999999999932,http://en.wikipedia.org/w/index.php?curid=25976534
"1,710",en,San Miguel de Urcuquí Canton,0.520000000000000,-78.200000000000003,adm2nd,,,,,,,"2,570.0000000",adm2nd,,Cantones_de_Imbabura.png,,,25988922,Q1990515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Miguel de Urcuquí Canton,,,Cantón San Miguel de Urcuquí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cantone di San Miguel de Urcuquí,,,,,სან-მიგელ-დე-ურკუკის კანტონი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urkuki kiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.199999999999989,0.520000000000039,http://en.wikipedia.org/w/index.php?curid=25988922
"1,711",en,San Pedro de Cartago,1.566666670000000,-77.116666670000001,city,,,CO,,,,"2,301.0000000",city,,Colombia_-_Nariño_-_Cartago.svg,,,10707686,Q974273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Pedro de Cartago,,,San Pedro de Cartago,,,,,,,,,,San Pedro de Cartago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Pedro de Cartago,,,,,სან-პედრო-დე-კარტახო,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Pedro de Cartago,,,,,,,,,,,,,,,San Pedro de Cartago,,,,,,,,,,,,,,,,,,,,,,,,,San Pedro de Cartago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Pedro de Cartago,,,,,,,,,,,,,,,,,,,San Pedro de Cartago,,,,San Pedro de Cartago,,,,,,,,,聖佩德羅德卡塔戈,,,,,-77.116666669999972,1.566666670000075,http://en.wikipedia.org/w/index.php?curid=10707686
"1,712",en,"San Pablo, Nariño",1.672500000000000,-77.013900000000007,,,,,,,,"2,323.0000000",,,Colombia_-_Nariño_-_San_Pablo.svg,,,10707654,Q1936455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Pablo, Nariño",,,San Pablo (Nariño),,,,,,,,,,San Pablo (Nariño),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Pablo (Nariño),,,,,სან-პაბლო (ნარინიო),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Pablo, Nariño",,,,,,,,,,,,,,,San Pablo (Nariño),,,,,,,,,,,,,,,,,,,,,,,,,San Pablo (Nariño),,,,,,,,,,,,,,"San Pablo, Nariño",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Pablo, Nariño",,,,,,,,,,,,,,,,,,,"San Pablo, Nariño",,,,"San Pablo, Nariño",,,,,,,,,,,,,,-77.013899999999978,1.672500000000071,http://en.wikipedia.org/w/index.php?curid=10707654
"1,713",en,San Pedro de Huaca Canton,0.630277780000000,-77.726666670000000,city,,,EC,,,,"2,519.0000000",city,,Cantones_de_Carchi.png,,,25976778,Q509765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Pedro de Huaca Canton,,,Cantón San Pedro de Huaca,,,,,,,,,,,,,,,,,Cantón de Huaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cantone di San Pedro de Huaca,,,,,სან-პედრო-დე-უაკის კანტონი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Pedro de Huaca,Waka kiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.726666669999986,0.630277780000029,http://en.wikipedia.org/w/index.php?curid=25976778
"1,714",en,"San Sebastián, Cauca",1.843888890000000,-76.771666670000002,city,,,CO,,,,"2,622.0000000",city,,Colombia_-_Cauca_-_San_Sebastian.svg,,,10709340,Q2434304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Sebastián, Cauca",,,San Sebastián (Cauca),,,,,,,,,,San Sebastián (Cauca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Sebastián (Colombia),,,,,სან-სებასტიანი (კაუკა),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Sebastian, Cauca",,,,,,,,,,,,,,,San Sebastián (Cauca),,,,,,,,,,,,,,,,,,,,,,,,,San Sebastián (Colômbia),,,,,,,,,,,,,,"San Sebastián, Cauca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Sebastian, Cauca",,,,,,,,,,,,,,,,,,,,,,,"San Sebastian, Cauca",,,,,,,,,聖塞瓦斯蒂安 (考卡省),,,,,-76.771666669999945,1.843888890000073,http://en.wikipedia.org/w/index.php?curid=10709340
"1,715",en,"San Vicente Canton, Ecuador",-0.589300000000000,-80.408799999999999,city,,,EC,,,,"2,887.0000000",city,,Cantones_de_Manabí.png,,,26040702,Q384783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Vicente Canton, Ecuador",,,Cantón San Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cantone di San Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Vicente kiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.408799999999985,-0.589299999999980,http://en.wikipedia.org/w/index.php?curid=26040702
"1,716",en,Sandona,1.283333330000000,-77.466666669999995,city,,,CO,,,,"2,439.0000000",city,,Colombia_-_Nariño_-_Sandona.svg,,,10707620,Q1441195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandona,,,Sandoná,,,,,,,,,,Sandoná,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandoná,,,,,სანდონა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandona,,,,,,,,,,,,,,,Sandoná,,,,,,,,,,,,,,,,,,,,,,,,,Sandona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandona,,,,,,,,,,,,,,,,,,,Sandoná,,,,Sandona,,,,,,,,,桑多納,,,,,-77.466666669999938,1.283333330000062,http://en.wikipedia.org/w/index.php?curid=10707620
"1,717",en,Sangay,-2.002500000000000,-78.340833329999995,,,,EC,,,,"15,102.0000000",,,Commons-logo.svg,Ecuador_SanguayNationalPark.JPG,,1853045,Q14052,,,,,,,,,,,,,,,,,,,,,Вулкан Сангай,,,,,,,,,,,,,Sangay,,,,,,,,,,,,,,,,,,,Sangay,,,,,,,,Sangay,,,Sangay,Sangay,,,,,,,,,Sangay,,,,,,,,,,,,,,,,,सैंगे,,,,,,Sangay,,,,,,,,,,,,Sangay,,,,,,,,,,,,,,,상가이 산,,,,,,,,,,,,,,,,,,Sangajus,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sangay (vulkaan),,,,,,,,Sangay,,,,,,,,,,,,Sangay,,,,,Sangay,Sankay,,,,,,,Сангай (вулкан),,,,,,,,,,,,,Sangay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Санґай,,,,,,,,,,,,,,,,,,桑蓋火山,,,,,-78.340833329999953,-2.002499999999941,http://en.wikipedia.org/w/index.php?curid=1853045
"1,718",en,Sangay National Park,-1.833333330000000,-78.333333330000002,landmark,,,EC,,,,"4,134.0000000",landmark,,19991102_Tung_large.jpg,19991102_Tung_large.jpg,,2232336,Q839603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parc nacional Sangay,,,,,,,,,,,,,Národní park Sangay,,,,,Sangay National Park,Nationalpark Sangay,,,,,,,,Sangay National Park,,,Parque nacional Sangay,,,,پارک ملی سانگای,,Sangayn kansallispuisto,,,,Parc national Sangay,,,,,,,,,,,,,,,,הפארק הלאומי סנגאי,,,,Nacionalni park Sangay,,,,,,,,,,,,,,,Parco nazionale di Sangay,,サンガイ国立公園,,,სანგაის ეროვნული პარკი,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sangajaus nacionalinis parkas,,,,,,,,,,,,,Taman Negara Sangay,,,,,,,,,,,,,,,Nationaal park Sangay,,Sangay nasjonalpark,,,,,,,,,,,,,,,,,,,,,,,Parque Nacional Sangay,Sankay mama llaqta parki,,,,,,,Сангай (национальный парк),,,,,,,,,,Nacionalni park Sangay,,,Národný park Sangay,,,,,,,,,,,,Sangay nationalpark,,,,,,,,,,,,,,,,,,,,,,,,Національний парк Санґай,,,,,Vườn quốc gia Sangay,,,,,,,,,,,,,桑蓋國家公園,,,,,-78.333333329999959,-1.833333329999960,http://en.wikipedia.org/w/index.php?curid=2232336
"1,719",en,Sangolquí,-0.334444440000000,-78.447500000000005,,,,EC,,,,939.0000000,,,Bandera_Província_Pichincha.svg,,,4543780,Q2361658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sangolquí,,,Sangolquí,,,,,,,,,,Sangolquí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sangolquí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sangolkis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sangolquí,,,,,,Sangolquí,,,,Sangolquí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sangolqui,,,,,,,,,,,,,,,,-78.447499999999934,-0.334444439999970,http://en.wikipedia.org/w/index.php?curid=4543780
"1,720",en,Santa Cruz Island (Galápagos),-0.633333330000000,-90.366666670000001,isle,,,EC,W,,,"3,429.0000000",isle,,Commons-logo.svg,Fresh_Water_Swimming_in_the_Galapagos_on_the_Island_of_Santa_Cruz.JPG,,3005864,Q713127,,,,,,,,,,جزيرة سانتا كروز,,,,,,,,,,,,,,,,,,,,Santa Cruz (Galápagos),,,,Santa Cruz (Galápagos),,,,,,,,,,,,,Santa Cruz (Galapágy),,,,,,Santa Cruz (Galápagos),,,,,,,,Santa Cruz Island (Galápagos),,Insulo Santa Cruz (Galapagoj),Isla Santa Cruz (Galápagos),Santa Cruzi saar (Galápagose saared),,,,,Santa Cruz (Galápagossaaret),,,,Île Santa Cruz (îles Galápagos),,,,,,,,,,,,,,,,סנטה קרוס (גלאפגוס),सांताक्रूज़ (गैलापागोस),,,,,,,,,,,,,,,,,,,,サンタ・クルス島 (ガラパゴス),,,,,,,,,,,,,산타크루스 섬,,,,,,,,,,,,,,,,,,Santa Kruso sala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Cruz (Galapagos),,,,,Ilha de Santa Cruz (Galápagos),Santa Krus wat'a,,,,,,,Санта-Крус (Галапагосские острова),,,,,,,,,,,,,,Santa Cruz (Galápagos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Санта-Крус (Галапагоські острови),,,,,,,,,,,,,,,,,,聖克魯茲島,,,,,-90.366666669999972,-0.633333329999971,http://en.wikipedia.org/w/index.php?curid=3005864
"1,721",en,"Santa Elena, Ecuador",-2.226700000000000,-80.858300000000000,city,,,EC,,,,"2,820.5000000",city,,Bandera_de_Santa_Elena.png,,,1850712,Q135864,,,,,,,,,,سانتا إيلينا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Elena, Ecuador",,Santa Elena (Ekvadoro),Santa Elena (Ecuador),,,,,,Santa Elena,,,,Santa Elena (Équateur),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Elena (Ecuador),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Elena (Ekvadoras),,,,,,,,Санта Елена (Еквадор),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Elena,,سانتا ایلینا,,,,Santa Elena (Ikwadur),,,,,,,,,,,,,"Santa Elena, Ecuador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Elena, Santa Elena",,,,,,,,,聖埃倫娜,,,,,-80.858299999999986,-2.226699999999937,http://en.wikipedia.org/w/index.php?curid=1850712
